County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Suffolk,Animal,Fish,Darters and Sunfishes,Etheostoma fusiforme,Swamp Darter,2006,Threatened,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,2011,not listed,not listed,S2?,G3,Recently Confirmed
Suffolk,Animal,Fish,Killifishes,Fundulus luciae,Spotfin Killifish,not available,not listed,not listed,S1,G4,Historically Confirmed
Suffolk,Animal,Fish,Silversides,Menidia beryllina,Inland Silverside,1980,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Fish,Darters and Sunfishes,Enneacanthus obesus,Banded Sunfish,2007,Threatened,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Suffolk,Animal,Fish,Silversides,Menidia menidia,Atlantic Silverside,2015,not listed,not listed,S2S3,G5,Recently Confirmed
Suffolk,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Suffolk,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not available,not listed,not listed,S1,G2G3,Historically Confirmed
Suffolk,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2016,Threatened,Threatened,S1,G1G2,Recently Confirmed
Suffolk,Animal,Mammals,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail,not available,Special Concern,not listed,S1S2,G3,Extirpated
Suffolk,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Trachemys scripta,Slider,1990-1999,not listed,not listed,SNA,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Malaclemys terrapin,Diamondback Terrapin,1990-1999,Game with open season,not listed,S3,G4,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Kinosternon subrubrum,Eastern Mud Turtle,2007,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Coluber constrictor,Racer,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Lizards,Podarcis sicula,Italian Wall Lizard,1990-1999,not listed,not listed,SNA,G5,Recently Confirmed
Suffolk,Animal,Reptiles,Snakes,Carphophis amoenus,Eastern Wormsnake,2015,Special Concern,not listed,S2,G5,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-blackgum swamp,Red Maple-Blackgum Swamp,2011,not applicable,not applicable,S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,2001,not applicable,not applicable,S4S5,G5,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Coastal plain Atlantic white cedar swamp,Coastal Plain Atlantic White Cedar Swamp,2004,not applicable,not applicable,S1,G3G4,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Maritime freshwater interdunal swales,Maritime Freshwater Interdunal Swales,2010,not applicable,not applicable,S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Pine barrens shrub swamp,Pine Barrens Shrub Swamp,2004,not applicable,not applicable,S3,G5,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Coastal plain poor fen,Coastal Plain Poor Fen,2010,not applicable,not applicable,S1,G3?,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-swamp white oak swamp,Red Maple-Swamp White Oak Swamp,2013,not applicable,not applicable,S2,G4G5,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Highbush blueberry bog thicket,Highbush Blueberry Bog Thicket,2011,not applicable,not applicable,S3,G4,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Sea level fen,Sea Level Fen,2015,not applicable,not applicable,S1,G1G2,Recently Confirmed
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Coastal plain pond shore,Coastal Plain Pond Shore,2013,not applicable,not applicable,S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Coastal plain pond,Coastal Plain Pond,2010,not applicable,not applicable,S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Marine,Marine Subtidal,Marine eelgrass meadow,Marine Eelgrass Meadow,2015,not applicable,not applicable,S3,G5,Recently Confirmed
Suffolk,Natural Community,Marine,Marine Intertidal,Marine rocky intertidal,Marine Rocky Intertidal,2015,not applicable,not applicable,S1S2,G5,Recently Confirmed
Suffolk,Natural Community,Marine,Marine Intertidal,Marine intertidal gravel/sand beach,Marine Intertidal Gravel/Sand Beach,2010,not applicable,not applicable,S3,G5,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,High salt marsh,High Salt Marsh,2016,not applicable,not applicable,S3S4,G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Coastal salt pond,Coastal Salt Pond,2010,not applicable,not applicable,S1S2,G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish tidal marsh,Brackish Tidal Marsh,1998,not applicable,not applicable,S3S4,G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Salt shrub,Salt Shrub,2010,not applicable,not applicable,S4,G5,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Salt panne,Salt Panne,2004,not applicable,not applicable,S3,G3G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish interdunal swales,Brackish Interdunal Swales,2007,not applicable,not applicable,S1S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Low salt marsh,Low Salt Marsh,2010,not applicable,not applicable,S3S4,G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish intertidal shore,Brackish Intertidal Shore,2004,not applicable,not applicable,S1S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Subtidal Wetlands,Saltwater tidal creek,Saltwater Tidal Creek,2004,not applicable,not applicable,S3,G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh,1998,not applicable,not applicable,S2,G3G4,Recently Confirmed
Suffolk,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish meadow,Brackish Meadow,2010,not applicable,not applicable,S1S2,G2G3,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-heath forest,Coastal Oak-Heath Forest,2010,not applicable,not applicable,S3,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-hickory forest,Coastal Oak-Hickory Forest,2016,not applicable,not applicable,S3,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-beech forest,Coastal Oak-Beech Forest,2004,not applicable,not applicable,S3,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Open Uplands,Maritime dunes,Maritime Dunes,2015,not applicable,not applicable,S3,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-oak-heath woodland,Pitch Pine-Oak-Heath Woodland,2014,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-scrub oak barrens,Pitch Pine-Scrub Oak Barrens,2004,not applicable,not applicable,S1,G2,Recently Confirmed
Suffolk,Natural Community,Uplands,Barrens and Woodlands,Maritime pitch pine dune woodland,Maritime Pitch Pine Dune Woodland,2010,not applicable,not applicable,S1,G2G3,Recently Confirmed
Suffolk,Natural Community,Uplands,Barrens and Woodlands,Dwarf pine plains,Dwarf Pine Plains,2013,not applicable,not applicable,S1,G1G2,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Maritime post oak forest,Maritime Post Oak Forest,2010,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Maritime beech forest,Maritime Beech Forest,2016,not applicable,not applicable,S1,G2,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Maritime red cedar forest,Maritime Red Cedar Forest,1999,not applicable,not applicable,S1,G3G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Oak-tulip tree forest,Oak-Tulip Tree Forest,2001,not applicable,not applicable,S2S3,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Successional maritime forest,Successional Maritime Forest,2010,not applicable,not applicable,S3S4,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Open Uplands,Maritime beach,Maritime Beach,2015,not applicable,not applicable,S3S4,G5,Recently Confirmed
Suffolk,Natural Community,Uplands,Open Uplands,Maritime grassland,Maritime Grassland,2014,not applicable,not applicable,S1,G2G3,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-laurel forest,Coastal Oak-Laurel Forest,2003,not applicable,not applicable,S3,G3G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Open Uplands,Maritime heathland,Maritime Heathland,2010,not applicable,not applicable,S1,G3,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Coastal oak-holly forest,Coastal Oak-Holly Forest,2010,not applicable,not applicable,S1,G2G3,Recently Confirmed
Suffolk,Natural Community,Uplands,Open Uplands,Maritime shrubland,Maritime Shrubland,2010,not applicable,not applicable,S4,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Open Uplands,Maritime bluff,Maritime Bluff,2015,not applicable,not applicable,S2S3,G4,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Maritime holly forest,Maritime Holly Forest,2000,not applicable,not applicable,S1,G1G2,Recently Confirmed
Suffolk,Natural Community,Uplands,Forested Uplands,Pitch pine-oak forest,Pitch Pine-Oak Forest,2013,not applicable,not applicable,S4,G4G5,Recently Confirmed
Suffolk,Plant,Conifers,Conifers,Pinus virginiana,Virginia Pine,1878,Endangered,not listed,S1,G5,Possible but not Confirmed
Suffolk,Plant,Conifers,Conifers,Pinus echinata,Shortleaf Pine,not available,Endangered,not listed,S1,G5,Extirpated
Suffolk,Plant,Conifers,Conifers,Chamaecyparis thyoides,Atlantic White Cedar,2005,Threatened,not listed,S2,G4,Recently Confirmed
Suffolk,Plant,Ferns and Fern Allies,Ferns,Athyrium asplenioides,Southern Lady Fern,not available,not listed,not listed,S2,G5T5,Recently Confirmed
Suffolk,Plant,Ferns and Fern Allies,Ferns,Schizaea pusilla,Curlygrass Fern,2004,Endangered,not listed,S1,G3G4,Recently Confirmed
Suffolk,Plant,Ferns and Fern Allies,Ferns,Lygodium palmatum,Climbing Fern,not available,Endangered,not listed,S1,G4,Historically Confirmed
Suffolk,Plant,Ferns and Fern Allies,Ferns,Cystopteris protrusa,Lowland Fragile Fern,1919,Endangered,not listed,S1,G5,Historically Confirmed
Suffolk,Plant,Ferns and Fern Allies,Clubmosses,Pseudolycopodiella caroliniana,Carolina Clubmoss,2009,Endangered,not listed,S1,G5T4,Recently Confirmed
Suffolk,Plant,Ferns and Fern Allies,Ferns,Pteridium aquilinum ssp. pseudocaudatum,Southeastern Bracken,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Suffolk,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,1937,Threatened,not listed,S2,G5,Historically Confirmed
Suffolk,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,not available,Endangered,not listed,S1,GNR,Historically Confirmed
Suffolk,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,2003,Threatened,not listed,S2S3,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Pseudognaphalium micradenium,Catfoot,1959,Endangered,not listed,SH,G4G5T3?,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Scleria minor,Slender Nut Sedge,2010,Endangered,not listed,S1,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,1994,Endangered,not listed,S1S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Proserpinaca pectinata,Comb-leaved Mermaid Weed,2016,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,not available,Threatened,not listed,S2,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth,not available,Endangered,not listed,S1,G1G2,Historically Confirmed
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium subvenosum,Trinerved White Boneset,2004,Threatened,not listed,S2S3,G5T4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Sagina decumbens ssp. decumbens,Trailing Pearlwort,2003,Endangered,not listed,S1,G5T5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Viburnum nudum var. nudum,Southern Wild Raisin,1995,Endangered,not listed,S1,G5T5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex collinsii,Collins' Sedge,2016,Endangered,not listed,S1,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Rhynchospora chalarocephala,Loose-headed Beak Sedge,1932,not listed,not listed,SX,G5,Extirpated
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,not available,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago mexicana,Mexican Seaside Goldenrod,2007,Endangered,not listed,S1,G5T5?,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,2005,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Grasses,Phragmites americanus,American Phragmites,not available,Rare,not listed,S3,G5T4,Recently Confirmed
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,not available,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,2015,Threatened,not listed,S2,G5?T3,Recently Confirmed
Suffolk,Plant,Flowering Plants,Orchids,Platanthera cristata,Orange Crested Orchid,2016,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,1871,Threatened,not listed,S2S3,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover,not available,Rare,not listed,S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Xyris smalliana,Large Yellow-eyed Grass,1985,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Cyperus flavescens,Yellow Flatsedge,2003,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Potentilla anserina ssp. pacifica,Coastal Silverweed,2010,Threatened,not listed,S2,G5TNR,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex willdenowii,Willdenow's Sedge,not available,Rare,not listed,S2S3,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex venusta,Dark-green sedge,1999,Endangered,not listed,S1,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge,2010,Endangered,not listed,S1,G4G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,1990,Endangered,not listed,S1,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex shortiana,Short's Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex reznicekii,Reznicek's Sedge,2008,Endangered,not listed,S1S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex polymorpha,Variable Sedge,1929,not listed,not listed,SX,G3,Extirpated
Suffolk,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge,2008,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex mitchelliana,Mitchell's Sedge,1999,Endangered,not listed,S1S2,G4,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex mesochorea,Midland Sedge,1998,Threatened,not listed,S2,G4G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,2003,Threatened,not listed,S2S3,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,2010,Endangered,not listed,S1S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex debilis var. debilis,White-edge Sedge,2012,Threatened,not listed,S2,G5T5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,1967,Threatened,not listed,S2S3,G4?,Historically Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,1986,Threatened,not listed,S2,G5,Recently Confirmed
Suffolk,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
